permno,ticker,year,usdret_count,usdret_mean,usdret_std,usdret_min,usdret_median,usdret_max,market_equity_count,market_equity_mean,market_equity_std,market_equity_min,market_equity_median,market_equity_max,assets_count,assets_mean,assets_std,assets_min,assets_median,assets_max,sales_count,sales_mean,sales_std,sales_min,sales_median,sales_max,net_income_count,net_income_mean,net_income_std,net_income_min,net_income_median,net_income_max,book_equity_count,book_equity_mean,book_equity_std,book_equity_min,book_equity_median,book_equity_max,debt_at_count,debt_at_mean,debt_at_std,debt_at_min,debt_at_median,debt_at_max,cash_at_count,cash_at_mean,cash_at_std,cash_at_min,cash_at_median,cash_at_max,ocf_at_count,ocf_at_mean,ocf_at_std,ocf_at_min,ocf_at_median,ocf_at_max,roe_count,roe_mean,roe_std,roe_min,roe_median,roe_max,beta_count,beta_mean,beta_std,beta_min,beta_median,beta_max,btm_count,btm_mean,btm_std,btm_min,btm_median,btm_max
10952,UNII,2003,3,-0.1359,0.30244723506754034,-0.4846,0.0217,0.0552,3,171.77700666666667,6.704330548013989,166.24513,169.85287,179.23302,3,182.496,0.0,182.496,182.496,182.496,3,19.245,0.0,19.245,19.245,19.245,3,-0.447,0.0,-0.447,-0.447,-0.447,3,2.917,0.0,2.917,2.917,2.917,3,0.7689648,0.0,0.7689648,0.7689648,0.7689648,3,0.021562116000000003,0.0,0.021562116,0.021562116,0.021562116,3,0.0075344117,0.0,0.0075344117,0.0075344117,0.0075344117,3,-0.1442218798151001,0.0,-0.1442218798151001,-0.1442218798151001,-0.1442218798151001,3,-0.2565466672024266,0.03029662916534426,-0.2765084716290056,-0.2714460887773969,-0.2216854412008773,3,0.016998323269222366,0.0006536260205975752,0.0162749036250278,0.0171736866703793,0.01754637951226
10952,UNII,2004,12,0.019933333333333334,0.07367734736777319,-0.179,0.0356,0.1136,12,207.84913583333332,18.0153534495423,184.14264,204.168295,235.3208,12,335.81275,87.10997351010857,198.707,364.999,414.546,12,30.083000000000002,6.587756701915786,22.303,29.5015,39.026,12,-14.91025,8.716311397968962,-21.351,-18.8375,-0.615,12,112.971,66.47313703499127,2.75,148.993,151.148,12,0.5768524675,0.11904338274423472,0.47459617,0.53150345,0.7698068,12,0.0249336505,0.0026886655519323564,0.02096939,0.025482743000000002,0.027799726,12,-0.0027800354749999995,0.00833128291187075,-0.014300908,-0.0014225516499999998,0.0060258694,12,-0.1424934740847071,0.0015257239377335068,-0.1442218798151001,-0.1412588985629978,-0.1412588985629978,12,-0.23984608103653507,0.039069625460033564,-0.3444414977055909,-0.23251339548990485,-0.2017231550284642,12,0.5390005888128101,0.32260355064010987,0.0134293152965537,0.6652237236973348,0.8208201777851403
10952,UNII,2005,12,0.004658333333333334,0.039837521334297465,-0.0343,-0.0032500000000000003,0.0902,12,314.60395666666665,52.764087934243406,227.25737,318.34727499999997,401.1216,12,541.5755,85.92185111166162,422.917,544.164,655.057,12,53.29024999999999,6.233469151210336,44.818,53.769999999999996,60.803,12,1.2007499999999998,10.682787260780348,-16.43,6.3545,8.524,12,176.84325,25.043772893675598,143.619,176.18099999999998,211.392,12,0.45205885749999997,0.025489629187846762,0.41982704,0.45165292999999995,0.48510253,12,0.023313248499999998,0.0052993061392033625,0.017964853,0.021877383,0.031533375,12,0.02866845075,0.009515362343581411,0.013333585,0.032673609,0.035993,12,-0.040066396995842087,0.08932614561804231,-0.1412588985629978,0.032213961266412,0.032213961266412,12,-0.49377396278746444,0.11103997167815105,-0.6840046947110459,-0.5068442485107404,-0.327613304314918,12,0.5664576657619556,0.05114499055468186,0.5090244074985748,0.5407702662756921,0.6746862441831695
10952,UNII,2006,12,0.01685,0.060727161812636876,-0.1277,0.03165,0.105,12,510.04321,88.68737095916582,421.6481,468.515535,684.83,12,987.178,104.04666462873102,821.868,1027.608,1071.628,12,86.34025000000001,14.279767537737378,68.909,85.62299999999999,105.206,12,12.827,1.1765168159366948,10.921,13.2685,13.85,12,313.81975,24.98098878647522,292.492,304.221,354.345,12,0.5049477475,0.035697973988794617,0.450677,0.515519925,0.53807414,12,0.02083894875,0.0011437326041615692,0.019087464,0.021195668,0.021876995,12,0.0312231595,0.001259646356291935,0.030047499,0.030940171500000002,0.032964796,12,0.03891178833488206,0.005912405235338218,0.032213961266412,0.0436959505266464,0.0436959505266464,12,-0.5025200281396867,0.4139073977032061,-0.8221413340774482,-0.7625308084763667,0.1322762504703816,12,0.6245659270684214,0.06286509085646438,0.5174203362614549,0.6390791165277196,0.6936874818015157
10952,UNII,2007,12,-0.028841666666666665,0.06714505949920303,-0.1256,-0.0216,0.0712,12,620.3200875,87.48368229277249,452.48312,618.26202,720.987,12,1278.74625,66.58535386612627,1205.764,1264.743,1379.735,12,129.03425000000001,8.965108741671783,116.382,129.9235,139.908,12,16.2645,1.8739317684289558,13.834,16.4,18.424,12,454.59024999999997,56.67425949810982,360.748,484.2065,489.2,12,0.4920479375,0.0383226238153138,0.4538343,0.484875025,0.5446074,12,0.022175481,0.0011155949611896048,0.02053113,0.022344742,0.02348131,12,0.0323207485,0.0023672980782810924,0.030102905,0.0318040195,0.03557205,12,0.03649245281210425,0.006358778326884212,0.031347097301717,0.031347097301717,0.0436959505266464,12,0.20341189713207983,0.10247311045472722,0.0804366808580299,0.20693949068347994,0.3954957136589717,12,0.7543828289770899,0.17731996366541997,0.5003529686940871,0.7901687306560975,1.063336888621019
10952,UNII,2008,12,0.005766666666666666,0.2327650760016644,-0.4848,0.02675,0.5064,12,485.9962125,115.70997890178839,209.0983,520.205425,588.13135,12,1595.4144999999999,60.15720466713567,1502.637,1612.201,1654.619,12,158.08849999999998,8.918711275637405,146.239,158.7165,168.682,12,20.70775,0.6970659451000188,19.626,20.9055,21.394,12,465.932,7.593120414978539,455.985,466.1355,475.472,12,0.55041939,0.011732288772720749,0.5338699,0.55146783,0.564872,12,0.020820085,0.003074154567770433,0.016143294,0.021610408999999997,0.023916228,12,0.033222207,0.0008347973949394158,0.032291234,0.033058107,0.03448138,12,0.040362400034418766,0.007958121720685194,0.031347097301717,0.0468019019863486,0.0468019019863486,12,0.4822872383171342,0.3827079775319425,0.0873624337362829,0.3475754582578543,1.278259494266066,12,1.0430131556856266,0.4005881181919246,0.7870129431447714,0.9081883028023434,2.180720704624556
10952,UNII,2009,12,0.072225,0.4084048684711154,-0.6329,-0.0009,1.0632,12,243.28448,73.75979970880972,78.0477,255.99841,352.9404,12,1760.2575,68.8753264588866,1668.403,1772.4724999999999,1827.682,12,173.14199999999997,1.6251277432307334,171.771,172.5385,175.72,12,17.63525,1.0963801700472011,15.904,18.0375,18.562,12,439.68249999999995,5.799899803209778,435.277,437.23249999999996,448.988,12,0.593132195,0.014372142275495452,0.57393265,0.5946674,0.60926133,12,0.014977096374999999,0.0016375296265144208,0.012873974,0.01493967475,0.017155062,12,0.0320668775,0.0015372195317951357,0.030655224,0.03161865,0.034374986,12,0.044125916266071034,0.0023621857985463585,0.0422144978944442,0.0422144978944442,0.0468019019863486,12,1.6496297190214178,0.32823955605322425,0.8097101271974252,1.8113709837558303,1.880189166387525,12,2.1081189185114155,1.2141788798708015,1.2434563728182535,1.7334055593278488,5.752738245435911
10952,UNII,2010,12,0.0011999999999999997,0.09477419096319037,-0.1256,0.016399999999999998,0.2003,12,414.06730833333336,45.317970008755985,362.28293,402.45081000000005,502.02127,12,1739.9947499999998,79.63923162741175,1635.752,1744.539,1835.149,12,165.80225000000002,12.292570602714752,148.181,166.876,181.276,12,-11.36325,15.89064715270647,-23.636,-18.0795,14.342,12,480.3215,37.24260518057726,440.096,481.1005,518.989,12,0.547211505,0.037782419574739046,0.5233715,0.5278696350000001,0.60973525,12,0.01589468325,0.0018755444178970404,0.012876338,0.016601355999999998,0.017499683,12,0.02818611825,0.0012576400920637832,0.026708204,0.028210618,0.029615033,12,-0.004294738312253865,0.04105532269331574,-0.0375156213170382,-0.0375156213170382,0.0422144978944442,12,1.8691746588784268,0.018655379753237344,1.8317702808496887,1.8776917151375403,1.8885396964638053,12,1.1740500914255942,0.1629938483106144,0.8957906975126531,1.232846727930193,1.4125379682501429
10952,UNII,2011,12,-0.015799999999999998,0.13864479795506213,-0.2399,-0.032600000000000004,0.2904,12,322.25964833333336,72.53161131496596,211.50798,342.28416500000003,401.25684,12,1635.9132499999998,12.553797506766962,1622.487,1636.2595000000001,1648.647,12,139.62,12.878819313473231,125.27,137.762,157.686,12,-12.945,12.53429285092411,-31.781,-8.795,-2.409,12,465.277,31.753312648947656,424.842,463.3365,509.593,12,0.507949635,0.013341230346670343,0.49336594,0.50737085,0.5236909,12,0.017089169375,0.0017886221483955959,0.0144247115,0.0173890395,0.019153887,12,0.02452001275,0.0012169935531942582,0.023061082,0.024658226,0.025702517,12,-0.06671466847581363,0.025775015915402773,-0.0875711307320818,-0.0875711307320818,-0.0375156213170382,12,1.8754466438753008,0.02209236997513572,1.846910638990063,1.8763689412153375,1.9126050597029471,12,1.5036095247661654,0.30777850784275673,1.2028898491363222,1.353768968452561,2.158816821616434
10952,UNII,2012,12,0.022108333333333337,0.0629503477979176,-0.0709,0.01965,0.1578,12,360.299195,24.370239953258398,323.72763,359.33348,394.13806,12,1505.198,36.74070185156312,1465.33,1498.2975000000001,1558.867,12,137.3245,2.6217974230044327,134.275,136.9115,141.2,12,-22.21475,7.5740886535489,-32.778,-20.6715,-14.738,12,335.261,8.172553412044916,329.338,331.63250000000005,348.441,12,0.49939972,0.008681153135250688,0.48579,0.50280514,0.5061986,12,0.0167874805,0.0007678194957657107,0.015867416,0.01678738,0.017707746,12,0.030318569,0.004322995855404673,0.025953552,0.029312618,0.036695488,12,-0.21667392188026147,0.11396353033277568,-0.3088902012718184,-0.3088902012718184,-0.0875711307320818,12,1.8658836036213309,0.012135044709175624,1.849456100863242,1.8640927865886963,1.8876355782867733,12,0.9354024393173451,0.08102283165379928,0.8355904796566368,0.922792989432597,1.076340054456225
