permno,ticker,comnam,usdret_count,usdret_mean,usdret_std,usdret_min,usdret_median,usdret_max,market_equity_count,market_equity_mean,market_equity_std,market_equity_min,market_equity_median,market_equity_max,assets_count,assets_mean,assets_std,assets_min,assets_median,assets_max,sales_count,sales_mean,sales_std,sales_min,sales_median,sales_max,net_income_count,net_income_mean,net_income_std,net_income_min,net_income_median,net_income_max,book_equity_count,book_equity_mean,book_equity_std,book_equity_min,book_equity_median,book_equity_max,debt_at_count,debt_at_mean,debt_at_std,debt_at_min,debt_at_median,debt_at_max,cash_at_count,cash_at_mean,cash_at_std,cash_at_min,cash_at_median,cash_at_max,ocf_at_count,ocf_at_mean,ocf_at_std,ocf_at_min,ocf_at_median,ocf_at_max,roe_count,roe_mean,roe_std,roe_min,roe_median,roe_max,beta_count,beta_mean,beta_std,beta_min,beta_median,beta_max,btm_count,btm_mean,btm_std,btm_min,btm_median,btm_max
77193,PYA,PARTNERS PREFERRED YIELD INC,60,0.022588333333333332,0.05570202835873068,-0.1007,0.01225,0.1658,61,47.26547137704918,4.76365804618557,35.79725,47.922127,57.47675,61,50.75224590163935,3.140668552265784,45.848,49.589,56.687,61,8.636442622950819,0.8201585928869738,7.39,8.597,9.843,61,3.2369180327868854,0.7903793244403173,1.895,3.309,4.213,61,48.913295081967206,3.4685466521501556,42.982,47.89,55.964,61,0.001968508126229508,0.00602099965094079,0.0,0.0,0.021811202,61,0.03134173942622951,0.01172293936479888,0.009580596,0.029177766,0.04945055,61,0.10191998709836066,0.021477171345981365,0.06724646,0.100111164,0.13168804,54,0.06513726267511777,0.0190980027423304,0.0375672846889952,0.0677194748542426,0.0905584626488632,41,0.42673819496290694,0.08130860712379105,0.3118716570108134,0.4243236696150854,0.6049637483213205,61,1.0503993709254837,0.16837349382664993,0.7497814546003927,1.0464194310747794,1.5633603335983712
77194,PYB,PARTNERS PREFERRED YIELD II,60,0.02314,0.058401170176342374,-0.0909,0.011,0.2135,61,46.83163114754098,7.797364201418031,29.357,47.4525,62.76,61,53.60763934426229,3.223293129874007,49.123,52.621,58.898,61,9.317213114754098,0.8968175049353491,7.717,9.318,10.793,61,3.348098360655738,0.851250544883194,1.912,3.588,4.476,61,51.629606557377045,3.3852309536115253,46.99,50.258,57.95,61,0.0007240845393442622,0.0022459250064756,0.0,0.0,0.008618543,61,0.029361152295081967,0.014595351967001704,0.012716901,0.024688859,0.055742636,61,0.09833706491803279,0.020176329809704602,0.061530102,0.10049619,0.13065162,54,0.06393518822910543,0.01843164602672072,0.0343421643466546,0.0689992220382597,0.0904084732888851,41,0.33180918832964956,0.08206477037519377,0.1472400448341576,0.3464613156075065,0.4283339847006077,61,1.1475890549956493,0.28923085878675153,0.7516889529595943,1.055097230762835,1.9739755684483924
77195,PYC,PARTNERS PREFERRED YIELD III,60,0.020371666666666666,0.05856637576337207,-0.1197,0.0179,0.2342,61,21.39230224590164,3.4273802663525283,13.85175,22.20075,26.9445,61,22.234262295081965,1.595605986259762,20.084,22.642,24.712,61,4.346770491803279,0.4921239475796932,3.56,4.413,5.115,61,1.5035081967213115,0.47530374929970903,0.748,1.696,2.023,61,21.14644262295082,1.6877203019121239,18.869,21.573,24.111,61,0.0,0.0,0.0,0.0,0.0,61,0.06957843601639345,0.022793382032029907,0.035614558,0.06993871,0.10233895,61,0.10784354665573771,0.027900899734793556,0.06761897,0.11037011,0.14714314,54,0.06994240666704148,0.025521378778918684,0.0332936979785969,0.0786167895054002,0.0987940630797773,41,0.11722686138222725,0.060621212528295304,-0.0565523540274762,0.1360826491185223,0.1927003903186922,61,1.0306896636357261,0.2734011803596483,0.7202492370545769,0.9596247749094842,1.7406464931171266
77196,PSY,PUBLIC STORAGE PROPERTIES XIX,66,0.027215151515151515,0.10164579259130778,-0.2115,0.0173,0.4857,67,35.69831140298508,9.093621418780108,18.45775,35.827,51.384377,67,53.54040298507463,2.485380039592154,49.527,53.327,57.371,67,6.686701492537313,1.5260464568063035,3.598,6.972,8.488,67,0.972865671641791,1.407844913285663,-1.37,1.035,2.947,67,51.39891044776119,2.062216281542484,46.968,51.982,55.233,67,0.016597720164179108,0.020967333937351375,0.0,0.00663435,0.06536403,67,0.019222517141791046,0.010546040557569423,0.0008979079,0.01860499,0.04071336,67,0.055726762358208955,0.037351760999119965,-0.018036036,0.06407636,0.09784562,60,0.01617211699198716,0.026240291425904744,-0.0224459945994599,0.0169028184198367,0.04913741575118,47,0.8064674057201641,0.15359710650144134,0.3809862489745498,0.8011817897950095,1.0664300478729103,67,1.563262159976373,0.5081798062213486,0.9391959777954524,1.4509168628018958,2.992401658326956
77239,RLIN,ROYALE INVESTMENTS INC,342,0.010916959064327485,0.0750278505794555,-0.2318,0.01325,0.4519,342,1753.913605745614,1112.0725405133942,11.36,2018.09045,3713.2344,342,2670.0646549707603,1436.2659750586467,10.517,3432.8175,4269.329,342,422.64230409356725,248.03412143033776,0.832,530.2845,771.742,342,41.2610350877193,58.138973884872286,-119.639,33.2855,194.887,342,884.3178801169591,563.1963830195151,5.396,988.1995,1730.728,342,0.5586178705847953,0.05907125817577987,0.28814983,0.56576014,0.6604692,342,0.02025149863040936,0.04903710542400734,0.0031921228,0.010759406,0.4106135,342,0.04983409825146199,0.011337032784869683,0.016617235,0.05128635,0.07114528,342,0.04699283536971743,0.050147128032641035,-0.1036470003805014,0.054824665989903,0.1325215059437716,342,0.6475971269717822,0.27438037882939154,-0.0062012893519419,0.7739470198398599,1.0886324833726826,342,0.5960068464656457,0.27963970734602084,0.1130743376791609,0.5272619954266751,2.500635543400796
77857,OHI,OMEGA HEALTHCARE INVESTORS INC,388,0.013170618556701031,0.10096827584063908,-0.4912,0.014799999999999999,0.5511,389,2946.9748429434444,3064.816664863112,34.7826,1211.0875,10962.589,381,3599.824598425197,3645.0711275823987,144.752,1336.393,10037.231,381,387.56696850393706,352.3400416834551,5.968,214.699,1091.755,381,118.24100787401575,129.9991747558723,-79.82,67.598,451.312,381,1461.8612913385828,1505.282579420597,121.643,677.916,4146.778,381,0.4794194323622047,0.09132347434738791,0.1404402,0.49396932,0.6119815,381,0.01636532912984252,0.025093450227537874,0.0,0.008996058,0.15833402,381,0.06546931307637796,0.016433356064737514,0.0052158027,0.06815224,0.10746764,379,0.07555010553627256,0.07241909417959001,-0.19296920327242,0.0903116653220437,0.1913539328381819,369,0.683963841445075,0.2921533727105417,-0.0793521555275133,0.7196013867321348,1.8120575850208167,381,0.8037406073648196,0.9472709364410933,0.21285061387105,0.5284970353830312,7.383374919294421
78089,TCO,TAUBMAN CENTERS INC,336,0.012145833333333335,0.09171316567814278,-0.3356,0.00975,0.9705,337,2104.6621728783384,1519.412322185458,401.31,1758.9658,5452.802,337,2380.364011869436,1317.9253179654572,0.0,2546.873,4727.01,337,470.52365578635016,272.06654704124617,0.149,567.23,819.619,337,81.4789703264095,143.27318163503773,-159.808,48.812,886.995,231,274.1905844155844,146.104810280811,8.593,307.31,557.618,335,0.6227898728656717,0.34892732922078995,0.0,0.7423251,1.0506558,335,0.03099556297761194,0.09397412840167678,0.003602988,0.014537523,1.0,335,0.13895707494626866,0.573241214008932,0.010036714,0.08181875,6.1538463,330,-0.26504811682110807,3.2386211443024107,-22.154649234071613,0.0526354450929044,3.5293720459149225,317,0.6064112217489035,0.43889740278317046,-0.1505787609021368,0.5259824807914326,1.4605917666035535,231,0.37116088336846953,0.30377138528659925,0.0021805452040251,0.3204586817352783,0.8903260982572884
78927,SITC,SITE CENTERS CORP,382,0.010282460732984293,0.11038566408698022,-0.6355,0.0142,0.939,383,2922.78715694517,2042.9066658465008,256.54324,2760.9043,8133.268,383,5038.290240208878,3071.8242803281264,238.414,4142.742,10563.766,383,578.6637832898172,315.80674574185434,45.654,582.126,1067.704,383,65.6153864229765,141.84764986971877,-291.518,67.982,459.759,378,1671.435134920635,1008.8270493070214,85.83,1849.5085,3499.661,383,0.5385111005744125,0.10315008588902838,0.3830669,0.5414296,1.2574303,383,0.01292929502027154,0.03250900186250925,1.2931796e-05,0.005630525,0.29305622,383,0.053990843668407305,0.013710818349697234,0.014996737,0.054787774,0.08329072,367,0.07115278976540743,0.09116491038585212,-0.1545323592605529,0.0882500936276694,0.2226556201173232,363,0.94770144952252,0.8293032228028481,0.0056903845921556,0.684699533440627,2.479645542723755,378,0.6769022290769335,0.694146040778479,0.177131964303369,0.5430247284955921,8.3331043980968
78931,CRE,CARRAMERICA REALTY CORP,160,0.010817499999999999,0.05317101228272612,-0.159,0.01025,0.1546,161,1326.9583081366459,668.5924926636679,229.188,1564.2244,2641.0637,156,2244.0413269230767,1222.3822013246906,246.586,2808.517,3793.484,147,395.6824693877551,190.0620500033343,87.224,483.268,620.567,147,76.28726530612245,50.979874130355974,5.4,69.146,151.079,156,867.5880576923076,585.5521766013875,54.707,781.451,1885.648,156,0.535992848076923,0.10723678846053519,0.37497213,0.54935205,0.7821685,156,0.029288359467884613,0.05574211759944701,0.00020346353,0.011223286499999999,0.28204358,147,0.06605076566530613,0.019481474982250224,-0.0037065274,0.0607285,0.111284405,145,0.0862540402037326,0.04316698495239251,-0.003574425239134,0.1032632471638249,0.1703034265893623,141,0.3143903290205781,0.14115283771990067,0.1126986838894714,0.3284951771230903,0.5603217120220435,156,0.5760638426764169,0.29553841213356985,0.0993004396865948,0.46449743036222535,1.2241161866454875
78947,MHC,MANUFACTURED HOME COMMUNITIES IN,382,0.01283717277486911,0.059628535862443245,-0.2082,0.01765,0.292,383,4000.773622454308,4614.349400552365,194.25525,1269.1042,16114.1875,381,2455.238181102362,1558.428222192826,161.226,2058.069,5645.475,381,565.630188976378,416.18359661009174,35.648,467.639,1518.122,381,89.13322047244094,99.72504084778993,-5.966,30.842,357.118,381,530.68568503937,470.66650760404093,5.798,270.602,1457.37,381,0.6341360720472441,0.11903762577287136,0.30140844,0.6313708,0.8763509,381,0.029245236820334645,0.05706365647253751,0.0,0.013356316,0.46678507,369,0.07524280294308944,0.022445131757428082,0.024265662,0.07075891,0.11641333,367,0.3070736135846038,0.8065367044708943,-0.0717492926559232,0.1766596021923531,4.659192825112108,363,0.3806757773368389,0.2963589307669611,-0.1152632681859728,0.3825900317272533,1.5747664345950776,381,0.21561764756738389,0.1685827696665747,0.0076301017375737,0.1378500218573079,0.7533750681975088
79129,GGP,G G P INC,135,0.01114962962962963,0.08503500058498659,-0.4795,0.0108,0.2231,136,14295.501851544119,9014.811880618272,486.7911,18282.344,28218.145,136,24752.96405882353,3392.570363434848,18797.494,23789.795,32367.379,136,2541.941375,388.91048163951655,1305.306,2593.116,3302.474,136,499.2319852941177,1308.7238926298423,-1283.746,319.403,4090.541,136,6377.813426470589,2849.06717073128,1354.583,7949.753,10115.565,136,0.610514022867647,0.09605176107796139,0.1043428,0.59770143,0.7610421,136,0.016562671027941175,0.0064618203649875125,0.006753736,0.015692994,0.032616984,136,0.029137250397058823,0.019482464057155115,-0.016154593,0.030951083,0.057675365,124,0.1613402292587781,0.3716263350448704,-0.2929360055172982,0.0768486504774938,1.2491227523726376,136,1.3744881005706466,0.7464203705764111,0.3246810140142085,1.227409797608304,2.4353191225539645,136,1.099575663089227,1.3536299828892973,0.0907602061830613,0.4335339036245349,5.342608349146888
79233,HR,HEALTHCARE REALTY TRUST INC,349,0.008974498567335244,0.06581359742810658,-0.2968,0.0102,0.2242,350,1864.471191857143,1303.2685955331265,119.0805,1497.36825,4822.5205,339,1980.2879557522124,1029.1566029392986,134.07,1747.652,4258.919,339,252.70090265486726,141.43984023287067,10.705,235.671,534.013,339,38.62318584070797,32.072615576731764,-28.284,31.212,121.506,339,1015.4151504424779,505.8028594576572,108.19,971.839,2185.116,339,0.4075874800884956,0.11802998846912541,0.0,0.425961,0.5972297,339,0.01359716972238938,0.0413398034791752,0.00018435094,0.0031672143,0.3646003,327,0.060979768871559634,0.01853252617875405,0.014554082,0.059515495,0.12561907,325,0.051235574578399716,0.02799849850695046,-0.0002129764352521,0.0558729974805813,0.0950355619902056,330,0.4769004640014582,0.2286780233015503,0.0388926671649823,0.4600648742985616,0.9498541165114688,339,0.6289852449550567,0.2446986664319206,0.3086526278401419,0.5315765891814201,1.6236239435387076
79238,SKT,TANGER FACTORY OUTLET CENTERS IN,379,0.01322664907651715,0.08871699670795431,-0.5826,0.0112,0.5755,380,1413.398809642105,1169.8728884690565,118.125374,1198.6963500000002,4092.3203,369,1328.313861788618,807.0185261840113,182.396,1168.905,2791.769,369,269.7568780487805,158.7115490870726,29.204,252.527,512.652,369,43.90317886178862,54.184410086873584,-48.29,25.503,277.803,369,306.9309268292683,188.66123276912182,71.206,213.828,670.242,369,0.6308423753658536,0.11719703561450291,0.10990874,0.66814053,0.8090107,369,0.020095229013333334,0.04000440415268235,0.00038532997,0.0058030807,0.24886511,369,0.09120224582926831,0.011941920789296838,0.047153387,0.093441375,0.11456382,367,0.11953511278369006,0.08497342165033177,-0.1062655613814112,0.1050377503725904,0.367216854419034,360,0.6403944789933559,0.6174742207247712,0.0640928206546719,0.4264744775706082,2.2127197036178323,369,0.3419508074406662,0.24046010855150107,0.1164605391985581,0.2461109863748117,1.2587473473959871
79239,TRI,TRINET CORPORATE REALTY TRUST IN,77,0.007846753246753246,0.05509048677168267,-0.1271,0.0113,0.1653,78,479.93074961538457,227.07947334531494,148.98,425.736,916.8181,78,721.1773333333333,479.34938388329033,164.503,619.431,1603.828,78,72.09862820512821,47.573336487724504,17.722,61.791,173.704,78,31.23528205128205,21.209814885515986,6.767,22.784,69.124,78,374.44429487179485,249.0491173971803,108.948,287.448,817.41,78,0.411690106025641,0.07498577750231171,0.2856997,0.42140661,0.537777,78,0.023222885671794872,0.01517718211966253,0.0046249516,0.018094923,0.06355507,67,0.060878633985074634,0.010421653524999483,0.041100137,0.062644474,0.07711119,65,0.07131792565993898,0.01879250769947901,0.0368873989078592,0.0804739687476857,0.089146619674057,58,0.2515207326705712,0.06793865407045664,0.1160786140326269,0.25723917848957756,0.3635910027086389,78,0.7367571082457628,0.25344108006711985,0.392810650779236,0.6965162006853081,1.3975856653693846
79332,KPT,KONOVER PROPERTY TRUST INC,112,-0.012159821428571428,0.10107965680485684,-0.2879,-0.01005,0.3153,113,152.47123213274338,74.46488040065506,41.18116,134.25674,324.762,113,446.1479734513274,190.1302451459948,102.245,387.041,727.133,113,57.38536283185841,20.616358365845386,14.856,53.586,89.476,113,-16.524194690265485,43.32412710106114,-145.494,-0.43,14.217,113,198.90807079646018,73.37289530587144,98.781,193.048,331.498,113,0.4379393396159292,0.1808482390329513,0.0,0.4989028,0.6970883,113,0.04456134070176992,0.04617870148853199,0.0039752354,0.0263818,0.221838,103,0.03668071261184466,0.02305340497390141,-0.009658546,0.032113887,0.096879885,101,-0.0761507759844723,0.23102511055800204,-1.0512620881822652,-0.0232952685206313,0.060125897511557,93,0.6940140615120514,0.22021200051018533,0.3322321868065135,0.7108476307190654,1.1686124979015828,113,1.5604143552239655,0.7512843567577943,0.3599528333832015,1.5447208109726305,5.411732511667711
79333,HLY,HOLLY RESIDENTIAL PROPERTIES INC,17,-0.016747058823529413,0.07052295829769781,-0.1456,-0.0317,0.0983,18,139.05694444444444,23.924244948347024,109.725,128.560685,186.19826,8,253.03187499999999,0.4830215722778009,252.301,253.089,253.462,8,25.01325,6.624686704182426,17.932,26.284,33.729,8,3.66975,1.2328959810138078,2.352,3.906,5.292,8,126.659125,1.7614037776322495,124.267,126.419,128.494,8,0.47294041875,0.005287180526987447,0.46813175,0.4724653,0.4808661,8,0.025294955125,0.002280890228008006,0.02217193,0.025018867,0.02765306,8,0.0325870475,0.011760169639054349,0.02623583,0.02623583,0.0516407,6,0.0183043566236555,0.0,0.0183043566236555,0.0183043566236555,0.0183043566236555,0,,,,,,8,1.058412273096192,0.047584757905809696,0.9748910639542064,1.0650420464321808,1.1325313127456424
79449,PPS,POST PROPERTIES INC,280,0.009769642857142857,0.0681055709057817,-0.2975,0.0131,0.2584,281,1579.737307935943,812.3505549140256,426.3001,1408.6284,3546.3777,272,1990.6101948529413,568.9016140119004,627.322,2180.856,2615.078,272,285.54769117647055,80.43292178444413,114.247,298.866,401.595,272,42.22856985294118,66.16527620317983,-143.411,41.126,220.827,272,862.7299485294118,293.1125609671489,177.864,958.584,1290.435,272,0.47230428158088233,0.04912383935845571,0.376674,0.4720846,0.5703753,272,0.01431315817647059,0.016158720164082364,0.0009577173,0.0074345246,0.07061388,272,0.05469401505735294,0.017775186413751195,0.0010887551,0.05677881,0.09202454,270,0.07588240491405036,0.05469460572254793,-0.0293651329105383,0.0845824981267282,0.1688266904492874,261,0.5141047055934723,0.4584981967111556,-0.0251167634969039,0.3037088122486465,1.3540407745916254,272,0.598512725723482,0.2788390075096946,0.2949432401953497,0.49446655571732007,2.364909192854105
